segment_id,start_s,end_s,component_id,common_frequency_hz,independent_frequency_hz,frequency_deviation_hz,amplitude,phase_origin_rad,residual_std
1,0.0,49.99,1,3.999998184386351,4.001823500382248,0.0018253159958976362,0.01821174012700835,1.3986290592584925,0.1001028422955106
1,0.0,49.99,2,7.99992873321618,7.998916893034256,-0.0010118401819241285,0.023923950228631686,-3.0027564320846816,0.1001028422955106
1,0.0,49.99,3,13.00008859197347,13.00157362392558,0.0014850319521109157,0.008867297347923268,-2.0968956197889796,0.1001028422955106
1,0.0,49.99,4,14.000024164048375,13.999398117836876,-0.0006260462114990872,0.03909939378535605,0.07428320914804988,0.1001028422955106
2,50.0,99.99,1,3.999998184386351,3.9996591334609715,-0.0003390509253793361,0.018893431685700554,1.531842183787705,0.09966725212138508
2,50.0,99.99,2,7.99992873321618,8.00001698498307,8.825176688986858e-05,0.025213216314682593,-2.9092637517992896,0.09966725212138508
2,50.0,99.99,3,13.00008859197347,12.999943607437036,-0.00014498453643341236,0.008626140127547305,-2.227725144369411,0.09966725212138508
2,50.0,99.99,4,14.000024164048375,14.001234654622642,0.0012104905742678085,0.03761114709886937,0.17893643261267436,0.09966725212138508
3,100.0,149.99,1,3.999998184386351,3.9998532735302126,-0.00014491085613821397,0.02050162535895962,1.2917524071288913,0.09863010366086804
3,100.0,149.99,2,7.99992873321618,7.999003564780891,-0.0009251684352893363,0.02248142009143463,-2.9930982428900887,0.09863010366086804
3,100.0,149.99,3,13.00008859197347,12.997130663703697,-0.0029579282697724807,0.009553189488695947,-2.159034073505815,0.09863010366086804
3,100.0,149.99,4,14.000024164048375,13.999510131269705,-0.0005140327786694598,0.0398689194532251,0.08175409205522274,0.09863010366086804
4,150.0,199.99,1,3.999998184386351,3.9999969620177547,-1.2223685961210151e-06,0.022237430151753904,1.303717055726879,0.10087718862665533
4,150.0,199.99,2,7.99992873321618,8.001140121241473,0.001211388025293303,0.02504691860990664,-3.041198798326226,0.10087718862665533
4,150.0,199.99,3,13.00008859197347,13.003334577734527,0.0032459857610582787,0.01112247872904515,-2.2600292804220925,0.10087718862665533
4,150.0,199.99,4,14.000024164048375,13.999764879452318,-0.00025928459605673027,0.039682072699521016,0.132394993394502,0.10087718862665533
5,200.0,249.99,1,3.999998184386351,3.9983988979115415,-0.001599286474809336,0.019289928968433415,1.2858615238031563,0.09942656992872982
5,200.0,249.99,2,7.99992873321618,7.999549292060862,-0.0003794411553181831,0.024595103944042254,-3.0032259013829403,0.09942656992872982
5,200.0,249.99,3,13.00008859197347,13.001610349102762,0.0015217571292929222,0.015111123573067462,-2.1524914190489723,0.09942656992872982
5,200.0,249.99,4,14.000024164048375,13.999699407470244,-0.0003247565781308026,0.04056228524583575,0.1331080213969257,0.09942656992872982
6,250.0,299.99,1,3.999998184386351,4.001317363598794,0.0013191792124431778,0.019739545024848492,1.3670852984760835,0.1006876846063269
6,250.0,299.99,2,7.99992873321618,7.9993922066770935,-0.0005365265390864238,0.025673091389683725,-3.044565876019186,0.1006876846063269
6,250.0,299.99,3,13.00008859197347,12.995121923416182,-0.004966668557287335,0.008165347043988185,-1.8540687651443462,0.1006876846063269
6,250.0,299.99,4,14.000024164048375,14.000357358474115,0.0003331944257407571,0.04131524953783904,0.034311307703111374,0.1006876846063269
7,300.0,349.99,1,3.999998184386351,3.999628026348989,-0.0003701580373616231,0.017409903059055026,1.2149176771679948,0.09996143761614625
7,300.0,349.99,2,7.99992873321618,8.000806378319592,0.0008776451034115951,0.024438588008158423,-2.993308403716252,0.09996143761614625
7,300.0,349.99,3,13.00008859197347,12.999229898901,-0.0008586930724696629,0.011555693800307052,-2.1913442892697175,0.09996143761614625
7,300.0,349.99,4,14.000024164048375,13.999204454636516,-0.0008197094118589376,0.03947399135325704,0.12025018870860181,0.09996143761614625
8,350.0,399.99,1,3.999998184386351,3.998066886961219,-0.0019312974251319837,0.01770368602122138,1.6048991166231283,0.09920368618126117
8,350.0,399.99,2,7.99992873321618,8.00071696047084,0.0007882272546595459,0.0279438029167135,-2.934639601835582,0.09920368618126117
8,350.0,399.99,3,13.00008859197347,13.00076621900838,0.0006776270349106994,0.011500426846815496,-2.236122046685231,0.09920368618126117
8,350.0,399.99,4,14.000024164048375,13.999960159513083,-6.400453529131767e-05,0.04310773565931588,0.14185353651824764,0.09920368618126117
