segment_id,start_s,end_s,component_id,common_frequency_hz,independent_frequency_hz,frequency_deviation_hz,amplitude,phase_origin_rad,residual_std
1,0.0,49.99,1,3.999998173832588,4.001823158267163,0.0018249844345747945,0.01821173614508236,1.3986304598864723,0.10010280938510081
1,0.0,49.99,2,7.9999285714666994,7.998916648907702,-0.0010119225589972913,0.02392397986615101,-3.0027303192362362,0.10010280938510081
1,0.0,49.99,3,13.00008888535092,13.001573982286546,0.0014850969356263732,0.008867313011644729,-2.096944306061728,0.10010280938510081
1,0.0,49.99,4,14.000023485389157,13.999398899980696,-0.0006245854084614422,0.03909953523086201,0.07438886381832834,0.10010280938510081
2,50.0,99.99,1,3.999998173832588,3.9996582863336387,-0.0003398874989493095,0.018893431693748037,1.5318471367210005,0.09966729986573827
2,50.0,99.99,2,7.9999285714666994,8.000016547959001,8.797649230185556e-05,0.025213209731834888,-2.9091879664938913,0.09966729986573827
2,50.0,99.99,3,13.00008888535092,12.999943074990727,-0.00014581036019301052,0.008626119457736748,-2.2278646366022583,0.09966729986573827
2,50.0,99.99,4,14.000023485389157,14.001235085758552,0.0012116003693947164,0.03761089455822117,0.17925935145685085,0.09966729986573827
3,100.0,149.99,1,3.999998173832588,3.9998536856116234,-0.00014448822096468916,0.0205016249479887,1.2917605295850565,0.09863008032933843
3,100.0,149.99,2,7.9999285714666994,7.9990038082730255,-0.0009247631936739609,0.022481441983211385,-2.9929718798362654,0.09863008032933843
3,100.0,149.99,3,13.00008888535092,12.997130397835194,-0.002958487515725139,0.009553110538734031,-2.1592723795022053,0.09863008032933843
3,100.0,149.99,4,14.000023485389157,13.99950978417181,-0.0005137012173470623,0.03986903397234183,0.08229083113927746,0.09863008032933843
4,150.0,199.99,1,3.999998173832588,3.9999960345663803,-2.139266207734636e-06,0.022237429872144436,1.303728527936614,0.1008771765479083
4,150.0,199.99,2,7.9999285714666994,8.001140171836093,0.0012116003693938282,0.02504687397212567,-3.0410220162012447,0.1008771765479083
4,150.0,199.99,3,13.00008888535092,13.003334210042365,0.0032453246914450062,0.011122573220648678,-2.260349558915838,0.1008771765479083
4,150.0,199.99,4,14.000023485389157,13.999763834444664,-0.00025965094449276194,0.039682126121564056,0.13314338400285275,0.1008771765479083
5,200.0,249.99,1,3.999998173832588,3.9983992363126584,-0.0015989375199296774,0.019289931934830983,1.2858763047109607,0.09942654850325183
5,200.0,249.99,2,7.9999285714666994,7.999550296393242,-0.0003782750734577789,0.024595111911254245,-3.0029966180669376,0.09942654850325183
5,200.0,249.99,3,13.00008888535092,13.001611047721829,0.0015221623709091858,0.015111165136732472,-2.152905114824905,0.09942654850325183
5,200.0,249.99,4,14.000023485389157,13.999700399905134,-0.00032308548402326664,0.040562357771117365,0.13406815314754245,0.09942654850325183
6,250.0,299.99,1,3.999998173832588,4.001317196987664,0.0013190231550757048,0.01973954203360193,1.3671035682119304,0.10068770302597936
6,250.0,299.99,2,7.9999285714666994,7.99939114542356,-0.0005374260431398881,0.025673105610754605,-3.0442844244217837,0.10068770302597936
6,250.0,299.99,3,13.00008888535092,12.995122537605146,-0.004966347745773092,0.008165262041919627,-1.85455768877773,0.10068770302597936
6,250.0,299.99,4,14.000023485389157,14.000357772216464,0.0003342868273072952,0.0413151651285198,0.03548242649028106,0.10068770302597936
7,300.0,349.99,1,3.999998173832588,3.9996276386969782,-0.00037053513560980633,0.017409903547480583,1.214939078439619,0.09996140897894286
7,300.0,349.99,2,7.9999285714666994,8.000805885008788,0.0008773135420883094,0.02443855531229335,-2.9929777214889657,0.09996140897894286
7,300.0,349.99,3,13.00008888535092,12.999230513089962,-0.0008583722609571964,0.011555656139381684,-2.191940198765759,0.09996140897894286
7,300.0,349.99,4,14.000023485389157,13.999204822841937,-0.0008186625472195175,0.03947415881255577,0.12163585398535902,0.09996140897894286
8,350.0,399.99,1,3.999998173832588,3.9980670887515584,-0.001931085081029682,0.017703688933936125,1.604923872641448,0.09920368530963465
8,350.0,399.99,2,7.9999285714666994,8.000717908516483,0.0007893370497837893,0.02794377271993783,-2.9342566314755034,0.09920368530963465
8,350.0,399.99,3,13.00008888535092,13.000766521082609,0.000677635731689108,0.011500431286494743,-2.2368118953606237,0.09920368530963465
8,350.0,399.99,4,14.000023485389157,13.999959233722645,-6.425166651169434e-05,0.043107747388763926,0.14345087032685178,0.09920368530963465
